,GPA_NO,TOFEL,SATI,RankGroup,result
0,85,92,1800,3,1
1,85,92,1800,3,1
2,85,92,1800,2,-1
3,85,92,1800,3,1
4,85,92,1800,3,1
5,85,92,1800,3,1
6,85,92,1800,4,1
7,87,94,1990,2,-1
8,87,94,1990,2,-1
9,87,94,1990,2,-1
10,87,94,1990,2,-1
11,87,94,1990,2,-1
12,87,94,1990,2,-1
13,87,94,1990,3,1
14,87,94,1990,2,-1
15,86,103,1870,2,-1
16,86,103,1870,3,1
17,86,103,1870,2,1
18,86,103,1870,3,1
19,86,103,1870,3,1
20,87,91,1780,2,-1
21,87,91,1780,3,1
22,87,91,1780,3,1
23,87,91,1780,3,1
24,87,91,1780,3,1
25,87,109,2130,2,1
26,87,109,2130,2,-1
27,87,109,2130,2,-1
28,87,109,2130,2,-1
29,87,109,2130,2,1
30,87,109,2130,2,-1
31,87,109,2130,2,-1
32,88,103,2010,1,-1
33,88,103,2010,2,-1
34,88,103,2010,2,-1
35,88,103,2010,2,1
36,88,103,2010,2,1
37,88,103,2010,2,1
38,88,103,2010,2,1
39,88,103,2010,2,1
40,88,103,2010,2,1
41,88,103,2010,2,1
42,88,103,2010,2,1
43,88,103,2010,3,-1
44,86,100,1920,2,-1
45,86,100,1920,2,-1
46,86,100,1920,2,-1
47,86,100,1920,2,-1
48,86,100,1920,2,1
49,86,100,1920,2,1
50,86,100,1920,2,1
51,86,100,1920,3,-1
52,86,100,1920,3,1
53,86,100,1920,3,1
54,86,100,1920,2,-1
55,86,100,1920,3,1
56,84,104,1940,2,-1
57,84,104,1940,2,-1
58,84,104,1940,2,-1
59,84,104,1940,2,-1
60,84,104,1940,2,-1
61,84,104,1940,2,1
62,84,104,1940,2,-1
63,84,104,1940,2,-1
64,84,104,1940,2,-1
65,85,94,1910,2,-1
66,85,94,1910,2,-1
67,85,94,1910,2,-1
68,85,94,1910,2,-1
69,85,94,1910,3,1
70,85,94,1910,3,1
71,85,94,1910,3,1
72,85,94,1910,3,-1
73,85,94,1910,3,1
74,85,84,1800,3,1
75,85,84,1800,2,-1
76,85,84,1800,2,-1
77,85,84,1800,3,1
78,85,84,1800,2,1
79,86,94,1860,2,-1
80,86,94,1860,2,-1
81,86,94,1860,2,1
82,86,94,1860,3,1
83,86,94,1860,2,1
84,86,94,1860,2,1
85,86,94,1860,2,-1
86,86,94,1860,2,-1
87,86,94,1860,2,-1
88,88,90,1950,3,1
89,88,90,1950,2,-1
90,88,90,1950,2,-1
91,88,90,1950,2,1
92,88,90,1950,2,1
93,88,90,1950,2,1
94,88,90,1950,3,1
95,88,90,1950,2,-1
96,88,90,1950,2,-1
97,88,90,1950,2,-1
98,88,90,1950,3,1
99,88,90,1950,2,1
100,85,96,1850,2,-1
101,85,96,1850,2,1
102,85,96,1850,2,-1
103,85,96,1850,3,1
104,85,96,1850,1,-1
105,85,96,1850,3,-1
106,85,96,1850,3,1
107,85,96,1850,2,-1
108,85,96,1850,2,-1
109,85,96,1850,2,-1
110,85,96,1850,2,-1
111,86,103,1950,2,-1
112,86,103,1950,2,-1
113,86,103,1950,2,1
114,86,103,1950,2,-1
115,86,103,1950,2,1
116,86,103,1950,2,1
117,86,103,1950,3,1
118,86,103,1950,2,1
119,86,103,1950,3,1
120,86,103,1950,3,1
121,86,103,1950,3,1
122,86,103,1950,3,1
123,88,88,1710,2,-1
124,88,88,1710,2,-1
125,88,88,1710,2,1
126,88,88,1710,3,1
127,88,88,1710,4,1
128,88,88,1710,3,-1
129,88,88,1710,2,-1
130,88,88,1710,2,1
131,88,88,1710,3,-1
132,88,88,1710,2,-1
133,88,88,1710,3,-1
134,75,87,1630,3,1
135,75,87,1630,2,1
136,75,87,1630,3,-1
137,75,87,1630,3,-1
138,75,87,1630,2,-1
139,75,87,1630,2,-1
140,92.5,104,2040,2,1
141,92.5,104,2040,2,1
142,92.5,104,2040,3,1
143,92.5,104,2040,2,-1
144,92.5,104,2040,2,-1
145,92.5,104,2040,2,-1
146,92.5,104,2040,2,1
147,92.5,104,2040,2,-1
148,92.5,104,2040,2,1
149,92.5,104,2040,3,1
150,92.5,104,2040,2,-1
151,86,102,1600,3,-1
152,86,102,1600,3,1
153,86,102,1600,3,1
154,86,102,1600,3,-1
155,86,102,1600,3,1
156,86,102,1600,3,-1
157,85,89,1870,3,1
158,85,89,1870,3,1
159,85,89,1870,2,1
160,85,89,1870,3,1
161,85,89,1870,2,-1
162,85,89,1870,2,-1
163,85,89,1870,3,1
164,85,89,1870,3,1
165,85,89,1870,2,-1
166,86,89,1790,3,-1
167,86,89,1790,3,1
168,86,89,1790,3,1
169,86,89,1790,3,1
170,86,89,1790,3,1
171,86,89,1790,3,1
172,86,89,1790,3,1
173,86,89,1790,3,1
174,86,89,1790,3,1
175,87,88,1710,2,-1
176,87,88,1710,2,-1
177,87,88,1710,2,-1
178,87,88,1710,2,-1
179,87,88,1710,3,1
180,93,93,1910,2,-1
181,93,93,1910,3,1
182,93,93,1910,3,1
183,93,93,1910,3,1
184,93,93,1910,3,1
185,93,93,1910,3,1
186,92,93,1620,3,-1
187,92,93,1620,3,1
188,92,93,1620,3,1
189,92,93,1620,3,1
190,92,93,1620,3,1
191,92,93,1620,3,1
192,90,88,1800,2,-1
193,90,88,1800,3,1
194,90,88,1800,2,1
195,90,88,1800,3,1
196,90,88,1800,3,1
197,90,88,1800,4,1
198,89,103,1970,2,-1
199,89,103,1970,2,-1
200,89,103,1970,3,1
201,89,103,1970,2,1
202,89,103,1970,2,1
203,89,103,1970,3,1
204,89,103,1970,2,1
205,89,103,1970,3,1
206,89,103,1970,3,1
207,89,103,1970,2,1
208,89,92,1810,2,1
209,89,92,1810,2,-1
210,89,92,1810,2,-1
211,89,92,1810,2,1
212,89,92,1810,3,1
213,89,92,1810,3,-1
214,89,92,1810,3,1
215,90,93,1810,2,-1
216,90,93,1810,3,1
217,90,93,1810,2,-1
218,90,93,1810,2,1
219,90,93,1810,2,-1
220,90,93,1810,3,1
221,90,93,1810,2,-1
222,90,93,1810,2,1
223,87,92,1860,2,-1
224,87,92,1860,2,-1
225,87,92,1860,2,-1
226,87,92,1860,3,1
227,87,92,1860,3,1
228,87,92,1860,3,1
229,87,92,1680,3,1
230,88,90,1880,2,1
231,88,90,1880,2,-1
232,88,90,1880,2,1
233,88,90,1880,3,1
234,88,90,1880,3,1
235,88,90,1880,3,1
236,88,90,1880,3,1
237,88,90,1880,3,1
238,89,94,1740,2,-1
239,89,94,1740,2,-1
240,89,94,1740,2,-1
241,89,94,1740,2,1
242,89,94,1740,3,1
243,89,94,1740,3,1
244,89,94,1740,3,1
245,89,94,1740,2,1
246,89,94,1740,3,1
247,87,93,1750,2,-1
248,87,93,1750,2,1
249,87,93,1750,3,1
250,87,93,1750,3,1
251,87,93,1750,2,-1
252,87,93,1750,2,-1
253,87,93,1750,3,-1
254,87,93,1750,3,1
255,87,93,1750,3,1
256,87,93,1750,3,1
257,85,78,1600,3,1
258,85,78,1600,3,1
259,85,78,1600,4,1
260,85,78,1600,3,-1
261,85,78,1600,4,1
262,88,86,1740,3,1
263,88,86,1740,3,1
264,88,86,1740,3,1
265,88,86,1740,3,1
266,88,86,1740,3,1
267,88,86,1740,4,1
268,88,86,1740,2,-1
269,78.5,84,1650,3,-1
270,78.5,84,1650,3,-1
271,78.5,84,1650,4,1
272,89,87,1890,2,-1
273,89,87,1890,2,-1
274,89,87,1890,2,1
275,89,87,1890,2,1
276,89,87,1890,2,-1
277,89,87,1890,3,1
278,89,87,1890,3,1
279,93,106,2190,2,-1
280,93,106,2190,3,1
281,93,106,2190,2,-1
282,93,106,2190,2,-1
283,93,106,2190,2,1
284,93,106,2190,2,-1
285,93,106,2190,2,-1
286,93,106,2190,2,1
287,93,106,2190,2,1
288,93,106,2190,3,1
289,93,106,2190,2,-1
290,93,106,2190,2,1
291,93,106,2190,2,1
292,93,106,2190,2,1
293,93,106,2190,2,1
294,93,106,2190,3,1
295,89,82,1650,2,-1
296,89,82,1650,2,-1
297,89,82,1650,3,-1
298,89,82,1650,3,1
299,89,82,1650,3,1
300,89,82,1650,2,1
301,89.2,80,1520,2,1
302,89.2,80,1520,3,-1
303,89.2,80,1520,3,1
304,89.2,80,1520,3,1
305,89.2,80,1520,4,1
306,89.2,80,1520,3,1
307,92,105,2010,2,-1
308,92,105,2010,2,-1
309,92,105,2010,2,-1
310,92,105,2010,2,-1
311,92,105,2010,2,-1
312,92,105,2010,2,-1
313,92,105,2010,2,1
314,93,104,2170,2,-1
315,93,104,2170,2,-1
316,93,104,2170,2,-1
317,93,104,2170,2,-1
318,93,104,2170,2,1
319,93,104,2170,2,1
320,93,104,2170,2,-1
321,93,104,2170,3,1
322,93,104,2170,2,1
323,93,104,2170,2,1
324,93,104,2170,2,-1
325,90,105,1950,2,-1
326,90,105,1950,2,1
327,90,105,1950,2,1
328,90,105,1950,2,1
329,90,105,1950,3,1
330,90,105,1950,2,-1
331,90,105,1950,2,-1
332,90,105,1950,2,1
333,90,105,1950,3,-1
334,90,105,1950,3,1
335,88,81,1750,2,-1
336,88,81,1750,2,-1
337,88,81,1750,3,-1
338,92,101,1900,2,-1
339,92,101,1900,2,-1
340,92,101,1900,2,-1
341,92,101,1900,2,-1
342,92,101,1900,2,-1
343,92,101,1900,2,-1
344,92,101,1900,2,1
345,92,101,1900,2,1
346,92,101,1900,3,1
347,92,101,1900,3,1
348,93,106,1910,2,-1
349,93,106,1910,2,-1
350,93,106,1910,2,-1
351,93,106,1910,2,1
352,93,106,1910,2,1
353,93,106,1910,2,1
354,93,106,1910,2,1
355,93,106,1910,2,1
356,93,106,1910,3,1
357,92,92,1810,2,-1
358,92,92,1810,2,-1
359,92,92,1810,2,-1
360,92,92,1810,2,-1
361,92,92,1810,2,1
362,92,92,1810,3,1
363,92,92,1810,3,1
364,92,92,1810,4,1
365,92,92,1810,3,-1
366,92,92,1810,2,-1
367,91,88,1860,3,1
368,91,88,1860,3,1
369,91,88,1860,3,1
370,91,88,1860,3,1
371,96,117,2310,2,1
372,96,117,2310,2,1
373,96,117,2310,2,1
374,89,109,2130,2,-1
375,89,109,2130,2,1
376,89,109,2130,3,1
377,89,109,2130,3,1
378,89,109,2130,2,-1
379,89,109,2130,2,-1
380,89,109,2130,2,-1
381,89,109,2130,2,-1
382,89,109,2130,2,1
383,89,109,2130,1,-1
384,88,89,1870,3,1
385,92,95,1860,2,-1
386,92,95,1860,2,1
387,92,95,1860,2,1
388,92,95,1860,3,-1
389,92,95,1860,3,1
390,92,95,1860,3,-1
391,92,95,1860,2,-1
392,93.8,80,1570,3,1
393,93.8,80,1570,3,1
394,93.8,80,1570,3,-1
395,93.8,80,1570,3,1
396,93.8,80,1570,4,1
397,93.8,80,1570,3,-1
398,93.8,80,1570,4,1
399,92,64,1570,3,-1
400,92,64,1570,3,-1
401,92,64,1570,3,-1
402,92,64,1570,3,-1
403,92,64,1570,3,1
404,92,64,1570,3,1
405,92,64,1570,4,1
406,88,95,2020,2,-1
407,88,95,2020,2,-1
408,88,95,2020,2,1
409,88,95,2020,2,-1
410,88,95,2020,2,-1
411,88,95,2020,2,-1
412,88,95,2020,3,1
413,88,95,2020,3,1
414,95,98,2000,3,1
415,95,98,2000,2,1
416,95,98,2000,2,1
417,95,98,2000,2,1
418,95,98,2000,2,1
419,95,98,2000,3,1
420,95,98,2000,3,1
421,95,98,2000,2,-1
422,95,98,2000,2,-1
423,95,98,2000,2,-1
424,92,100,2090,2,1
425,92,100,2090,2,1
426,92,100,2090,2,-1
427,92,100,2090,2,1
428,92,100,2090,2,-1
429,92,100,2090,2,-1
430,86,105,2010,2,-1
431,86,105,2010,2,-1
432,86,105,2010,3,1
433,86,105,2010,3,1
434,86,105,2010,2,1
435,85,101,1880,2,-1
436,85,101,1880,2,-1
437,85,101,1880,2,-1
438,85,101,1880,2,-1
439,85,101,1880,3,1
440,85,101,1880,3,-1
441,85,101,1880,3,1
442,92,85,1830,2,-1
443,92,85,1830,2,1
444,92,85,1830,2,-1
445,92,85,1830,2,-1
446,92,85,1830,2,-1
447,92,85,1830,3,1
448,92,85,1830,3,1
449,92,85,1830,3,1
450,92,85,1830,3,1
451,92,85,1830,4,1
452,93,96,1850,2,-1
453,93,96,1850,2,-1
454,93,96,1850,2,1
455,93,96,1850,2,-1
456,93,96,1850,3,1
457,93,96,1850,3,1
458,93,96,1850,3,1
459,90,99,1870,3,1
460,90,99,1870,3,1
461,90,99,1870,2,1
462,90,99,1870,2,1
463,90,99,1870,3,1
464,90,99,1870,3,1
465,90,99,1870,3,1
466,98,91,1720,3,-1
467,98,91,1720,3,-1
468,98,91,1720,3,1
469,98,91,1720,3,1
470,98,91,1720,3,1
471,98,91,1720,3,-1
472,98,91,1720,3,-1
473,74.5,86,1840,2,-1
474,74.5,86,1840,2,-1
475,74.5,86,1840,2,1
476,74.5,86,1840,3,1
477,74.5,86,1840,3,1
478,92,86,1780,2,-1
479,92,86,1780,3,-1
480,92,86,1780,3,1
481,92,86,1780,3,1
482,92,86,1780,3,1
483,92,86,1780,3,1
484,92,86,1780,3,1
485,92.5,94,1720,3,-1
486,92.5,94,1720,3,1
487,92.5,94,1720,3,1
488,92.5,94,1720,3,1
489,92.5,94,1720,3,-1
490,92.5,94,1720,4,-1
491,92.5,94,1720,3,1
492,96.75,97,1760,3,-1
493,96.75,97,1760,3,-1
494,96.75,97,1760,3,-1
495,96.75,97,1760,3,-1
496,96.75,97,1760,3,1
497,96.75,97,1760,3,1
498,100,101,2090,2,-1
499,100,101,2090,2,1
500,100,101,2090,2,1
501,100,101,2090,2,-1
502,100,101,2090,2,1
503,100,101,2090,2,1
504,100,101,2090,3,1
505,100,101,2090,3,1
506,90,99,1810,2,1
507,93,95,1930,2,1
508,88,101,1660,2,-1
509,88,101,1660,2,1
510,88,101,1660,2,1
511,88,101,1660,3,1
512,88,101,1660,3,-1
513,88,101,1660,3,1
514,88,101,1660,3,1
515,88,101,1660,2,1
516,85,90,1850,2,1
517,85,90,1850,2,1
518,85,90,1850,2,-1
519,85,90,1850,3,1
520,88,94,1710,2,-1
521,88,94,1710,3,-1
522,88,94,1710,3,1
523,88,94,1710,3,1
524,88,94,1710,3,1
525,88,94,1710,3,1
526,88,94,1710,4,1
527,88,77,1680,4,1
528,88,77,1680,3,1
529,88,77,1680,3,1
530,88,77,1680,2,1
531,75,103,1930,2,-1
532,75,103,1930,3,1
533,75,103,1930,2,-1
534,75,103,1930,2,-1
535,75,103,1930,2,1
536,75,103,1930,3,1
537,75,103,1930,3,1
538,75,103,1930,3,-1
539,90,93,1770,3,1
540,90,93,1770,3,1
541,90,93,1770,3,1
542,90,93,1770,3,1
543,90,93,1770,2,1
544,90,93,1770,2,1
545,90,93,1770,3,1
546,90,93,1770,2,1
547,90,96,1710,2,-1
548,90,96,1710,4,1
549,90,96,1710,3,-1
550,90,96,1710,2,1
551,90,96,1710,2,1
552,85,76,1500,4,1
553,85,57,1390,3,-1
554,85,57,1390,4,-1
555,88,94,1800,3,1
556,88,94,1800,3,1
557,88,94,1800,2,-1
558,88,94,1800,2,-1
559,88,94,1800,3,-1
560,88,94,1800,2,1
561,88,94,1800,3,-1
562,88,94,1800,2,-1
563,87,94,1690,3,1
564,87,94,1690,3,1
565,87,94,1690,2,-1
566,87,94,1690,2,-1
567,87,94,1690,2,-1
568,87,94,1690,3,1
569,87,94,1690,2,-1
570,85,66,1460,3,1
571,85,66,1460,3,1
572,97.5,97,1790,2,-1
573,97.5,97,1790,2,-1
574,97.5,97,1790,2,1
575,97.5,97,1790,2,1
576,97.5,97,1790,3,1
577,87,102,1880,2,-1
578,87,102,1880,3,1
579,87,102,1880,3,1
580,87,102,1880,3,1
581,87,102,1880,3,1
582,87,102,1880,2,1
583,87,102,1880,3,1
584,87,102,1880,2,1
585,88,99,1780,2,-1
586,88,99,1780,2,-1
587,88,99,1780,2,-1
588,88,99,1780,2,1
589,88,99,1780,2,-1
590,88,99,1780,3,1
591,88,99,1780,3,1
592,88,99,1780,3,1
593,88,103,1800,3,1
594,88,103,1800,2,-1
595,88,103,1800,3,1
596,88,103,1800,2,1
597,88,103,1800,3,1
598,88,103,1800,2,-1
599,88,103,1800,2,-1
600,88,103,1800,2,-1
601,87,90,1910,2,-1
602,87,90,1910,2,-1
603,87,90,1910,2,-1
604,87,90,1910,2,1
605,87,90,1910,3,1
606,87,90,1910,2,1
607,88,91,1520,2,-1
608,88,91,1520,2,-1
609,88,91,1520,3,-1
610,88,91,1520,3,-1
611,88,91,1520,3,1
612,88,91,1520,3,1
613,88,91,1520,3,1
614,88,91,1520,3,1
615,90,83,1660,2,1
616,90,83,1660,3,-1
617,90,83,1660,2,-1
618,91,82,1510,3,1
619,91,82,1510,3,1
620,91,82,1510,4,-1
621,91,82,1510,3,1
622,91,82,1510,3,1
623,92,95,1950,2,-1
624,92,95,1950,3,1
625,92,95,1950,3,1
626,90,91,1830,2,-1
627,90,91,1830,2,-1
628,90,91,1830,2,1
629,90,91,1830,2,1
630,90,91,1830,2,-1
631,90,91,1830,2,-1
632,87,87,1670,4,1
633,97.5,73,1620,4,1
634,97.5,73,1620,4,1
635,97.5,73,1620,3,-1
636,91,84,1450,2,1
637,91,84,1450,3,-1
638,91,84,1450,3,1
639,91,84,1450,3,1
640,86,100,1940,3,1
641,86,100,1940,2,1
642,86,100,1940,2,-1
643,86,100,1940,2,-1
644,86,100,1940,2,-1
645,86,100,1940,2,1
646,86,100,1940,3,1
647,88,96,1860,2,1
648,88,96,1860,3,1
649,88,96,1860,3,1
650,88,96,1860,3,1
651,88,96,1860,2,-1
652,88,96,1860,2,-1
653,88,96,1860,3,1
654,90,92,1920,2,-1
655,90,92,1920,2,-1
656,90,92,1920,2,1
657,90,92,1920,2,-1
658,90,92,1920,2,1
659,90,92,1920,2,-1
660,90,92,1920,3,1
661,83,82,1730,3,1
662,83,82,1730,3,-1
663,83,82,1730,3,-1
664,83,82,1730,4,1
665,83,82,1730,3,-1
666,83,82,1730,4,1
667,89,99,1860,4,1
668,89,99,1860,3,1
669,89,99,1860,3,1
670,89,99,1860,3,1
671,89,99,1860,4,1
672,89,99,1860,2,-1
673,89,99,1860,2,-1
674,89,99,1860,2,1
675,89,99,1860,3,1
676,93,98,1930,2,-1
677,93,98,1930,2,-1
678,93,98,1930,2,-1
679,93,98,1930,2,1
680,93,98,1930,2,-1
681,93,98,1930,2,-1
682,93,98,1930,2,-1
683,93,98,1930,2,-1
684,93,94,2040,3,1
685,93,94,2040,2,-1
686,93,94,2040,3,1
687,93,94,2040,3,-1
688,93,94,2040,2,1
689,93,94,2040,2,-1
690,93,94,2040,3,1
691,93,94,2040,2,-1
692,93,94,2040,3,1
693,93,94,2040,2,-1
694,90,85,1520,3,1
695,90,85,1520,3,1
696,87,102,1920,2,1
697,93,104,2070,2,1
698,94,99,2080,2,-1
699,89,101,1970,2,-1
700,92,103,2050,2,1
701,95,105,1900,2,-1
702,91,79,1620,3,1
703,89,108,2110,2,-1
704,95,92,1780,2,1
705,92,104,1820,2,-1
706,90,90,1810,2,-1
707,90,105,1910,2,-1
708,86,84,1800,2,-1
709,82,83,1690,2,-1
710,84,86,1640,3,1
711,84,86,1640,3,1
712,84,86,1640,3,1
713,84,86,1640,3,1
714,84,86,1640,3,1
715,84,86,1640,3,1
716,84,86,1640,3,1
717,84,86,1640,3,-1
718,86,87,1680,3,-1
719,86,87,1680,3,1
720,86,87,1680,3,1
721,86,87,1680,3,1
722,86,87,1680,3,1
723,86,87,1680,3,1
724,86,87,1680,4,1
725,84,86,1670,2,-1
726,84,86,1670,3,-1
727,84,86,1670,3,1
728,84,86,1670,3,1
729,84,86,1670,3,1
730,84,86,1670,3,-1
731,84,86,1670,3,-1
732,84,86,1670,2,-1
733,86,94,1680,2,-1
734,86,94,1680,3,-1
735,86,94,1680,3,1
736,86,94,1680,3,1
737,86,94,1680,3,1
738,86,94,1680,3,1
739,86,94,1680,3,1
740,86,94,1680,4,1
741,86,94,1680,3,1
742,86,94,1680,3,1
743,86,94,1680,3,-1
744,88,83,1860,3,-1
745,88,83,1860,3,1
746,88,83,1860,3,1
747,88,83,1860,3,1
748,88,83,1860,2,-1
749,88,83,1860,3,1
750,88,83,1860,4,1
751,88,83,1860,3,1
752,85,91,1710,3,-1
753,85,91,1710,3,-1
754,85,91,1710,3,1
755,85,91,1710,3,1
756,85,91,1710,3,1
757,85,91,1710,3,1
758,85,91,1710,3,1
759,100,101,1980,2,-1
760,100,101,1980,2,-1
761,100,101,1980,2,-1
762,100,101,1980,2,1
763,100,101,1980,2,-1
764,100,101,1980,2,-1
765,100,101,1980,3,1
766,100,101,1980,3,1
767,100,101,1980,2,-1
768,85,100,2060,2,-1
769,85,100,2060,2,-1
770,85,100,2060,2,1
771,85,100,2060,2,1
772,85,100,2060,2,1
773,85,100,2060,2,1
774,85,100,2060,2,1
775,85,100,2060,3,-1
776,85,100,2060,3,1
777,85,100,2060,2,-1
778,85,100,2060,2,-1
779,85,100,2060,2,1
780,85,98,1840,2,-1
781,85,98,1840,2,-1
782,85,98,1840,2,-1
783,85,98,1840,2,-1
784,85,98,1840,2,-1
785,85,98,1840,2,1
786,85,98,1840,3,1
787,85,98,1840,3,1
788,85,98,1840,3,1
789,83,87,1750,3,-1
790,83,87,1750,2,-1
791,83,87,1750,2,-1
792,83,87,1750,2,-1
793,83,87,1750,2,-1
794,83,87,1750,4,1
795,83,87,1750,3,1
796,83,87,1750,3,1
797,83,87,1750,2,-1
798,85,101,2120,2,-1
799,85,101,2120,2,-1
800,85,101,2120,2,-1
801,85,101,2120,2,1
802,85,101,2120,2,-1
803,85,101,2120,2,-1
804,85,101,2120,2,-1
805,85,101,2120,2,1
806,85,101,2120,2,1
807,85,101,2120,2,-1
808,85,101,2120,2,-1
809,82,98,1950,2,-1
810,82,98,1950,3,-1
811,82,98,1950,3,1
812,82,98,1950,2,1
813,82,98,1950,3,1
814,82,98,1950,2,-1
815,82,98,1950,2,-1
816,82,98,1950,2,-1
817,82,98,1950,2,-1
818,82,98,1950,2,-1
819,82,98,1950,2,-1
820,82,98,1950,2,-1
821,85,90,1730,3,-1
822,85,90,1730,3,-1
823,85,90,1730,2,-1
824,85,90,1730,2,1
825,85,90,1730,3,1
826,85,90,1730,3,-1
827,85,90,1730,3,1
